l2_regularization,learning_rate,max_leaf_nodes,min_samples_leaf,max_bins,mean_test_score,std_test_score,rank_test_score
114.36937361439402,0.8746720482466105,3,3,10,0.8449567904843267,0.006537751894335718,147
4.282644247696895,0.06969283412007662,89,4,7,0.8445472167104633,0.004959865203349033,148
0.11794327344889531,0.02843542404800196,192,1,11,0.8444704249029866,0.005403470648745153,149
1.2573404006403345e-05,0.4773058622896633,24,9,12,0.8443169788431971,0.005359478752598363,150
142.2939893257272,0.09858593631454653,150,54,9,0.8443169755680742,0.005598522039450106,151
0.11972853889656385,0.11671912319777258,61,6,7,0.8441121068030689,0.005452125259031586,152
0.0030075040156535495,0.31134837165905843,74,23,10,0.8438306132618572,0.005556062290274673,153
5.0646476966262706e-05,0.36957216622096256,125,1,21,0.8430884081772614,0.0057818512771130775,154
1.1766364890231824,0.02069787933214375,96,50,9,0.8426533473967112,0.005243664586558624,155
0.015063628935980873,0.7851493441847962,7,7,7,0.8423461736165594,0.005911517658331396,156
0.06173279103587082,1.3313281211552412,26,3,68,0.8420904028908855,0.005222298522481961,157
0.08074958924490908,0.21581583900283127,179,1,13,0.8420903504889186,0.004082731025551375,158
11.015220352571825,1.3423750276052038,19,14,15,0.841834409456852,0.005029804933686781,159
1.0397886907779779,0.6098265678371356,2,12,9,0.8417831832590126,0.004997362926550095,160
1.0554525924131955e-06,1.2837731423106244,10,91,18,0.8414760651559507,0.0066724829977993045,161
0.0007381923116940031,0.3566274517736948,92,13,10,0.8412713568719694,0.004851455846414451,162
0.7605768968782355,0.01853221948420652,44,40,13,0.8410153634379359,0.004616800372358206,163
10.284773762720505,0.016562937084371412,105,3,15,0.8409897847278069,0.004565700638054847,164
7.737430194370417e-05,0.6031261815863311,93,60,8,0.840708192932907,0.005577019343100107,165
0.007000604317149394,0.016417515921030523,73,8,11,0.8393518302451382,0.004443448456302912,166
131.92114415196255,0.016230597757467376,46,9,79,0.8387120939318358,0.0017083056171527564,167
1.660177716603331e-05,0.22015833897455198,150,1,13,0.8385842069314375,0.004429941916999447,168
0.011406235738397113,0.18111970669511446,11,41,6,0.8384560317202208,0.0054654955156543585,169
72.59093789949677,1.9493236408314731,20,32,20,0.8381999105563926,0.008195150474225652,170
6.263994105901043e-05,0.13831207425712533,13,2,6,0.8380977299959177,0.005642822656146704,171
0.13427941579675998,1.2888227349955745,149,1,214,0.8380211248704483,0.003921821649289179,172
0.042072661799987296,0.8539043640227199,218,2,213,0.8377397001068182,0.005357755769027855,173
52.198421890815375,0.011899475018192579,16,4,74,0.8376885099353311,0.0040570283167644435,174
9.361696927087861,0.043708327342768805,30,23,6,0.837637064304255,0.005021544223315655,175
22.02208074816601,0.07537005865054124,229,40,6,0.8375347199876332,0.0041539154768391465,176
51.29452949214144,1.7776762366433858,8,42,48,0.8370996395563453,0.00587542477885164,177
0.06702584331340873,0.46929837436292465,166,1,18,0.8369717460057011,0.0037795743037189193,178
107.88844477183997,0.0849326997557931,3,1,8,0.8367413443822882,0.004799992116943362,179
0.0003909526660461353,0.00864790720318958,28,5,233,0.8364854623024343,0.0033468253834036694,180
5.921246104207968e-06,1.2936276260666841,203,68,174,0.8353339683796707,0.010619800871778795,181
91.95349443156682,0.035374073650702054,67,50,6,0.8342844224836534,0.0052584098516787045,182
6.8949152975003845,1.4058210807558391,20,24,12,0.8333888335666039,0.004704267216599325,183
0.6060149919023319,0.01839907782905115,12,1,7,0.8322113351677297,0.003503556932056592,184
5.431505026702059e-06,0.6129454218357282,222,1,69,0.832185851436166,0.003586464642977067,185
54.85642277868834,0.11597910745697759,2,1,60,0.8305478936783741,0.0019663198052099146,186
1.1835661962763461e-05,0.4218532560161809,213,3,13,0.8302663510103182,0.006765556192441472,187
0.5916473145679366,1.6696118655234466,40,58,62,0.8296264640413609,0.00381273773169129,188
8.38748170921419,1.069173984261747,200,3,12,0.8295497180856055,0.003513172023340203,189
548.781223738614,0.027357209763050918,39,69,15,0.8291147424582516,0.0035018588992023047,190
1.8772233076200517e-05,0.010375600096766038,14,13,18,0.8290122343854829,0.0031261856711047266,191
0.0007615723005472382,0.014170265834236266,63,9,6,0.8279629046475796,0.002992309966691734,192
2.3728926187951742e-05,0.010540426799848858,94,10,9,0.8276813226780485,0.003690161340070166,193
0.01783306900611227,0.7780807737079661,205,4,20,0.8275534553283876,0.0056885146540192515,194
4.6234072574452005,0.5030384701137679,6,7,5,0.8273743683311332,0.0032941687679160594,195
0.30695965945866305,0.48915800753398425,5,71,5,0.8272719421364381,0.004817339226832901,196
0.00020606969735963016,0.00584543040039363,160,9,104,0.8268881534054483,0.005570485509794277,197
5.961372989758193,0.7996134007601826,3,1,5,0.8268880617020059,0.004190712738569259,198
0.001584506129848539,0.09180972674518355,37,4,5,0.8268368584300273,0.004027189046688214,199
16.206903284274812,0.12013818610550889,7,63,5,0.8264785075788801,0.004002847989681535,200
903.1997363405865,0.3995675777600635,73,53,5,0.8264529517946118,0.0034946779885533137,201
469.2769795722483,0.08771099218331634,38,3,5,0.82619697146107,0.005191765526251402,202
0.1440755754234456,0.04277498066518454,3,35,117,0.8260179630667663,0.0019519755104285164,203
17.39530189807164,0.8596906962941759,15,20,5,0.8254036875591672,0.002794113451827293,204
0.01759929747624533,0.6729863907014084,23,36,5,0.8251734071153027,0.004608777837792222,205
813.6996015729101,0.032439111898038095,36,22,9,0.8250709219683948,0.004702723556389932,206
6.446239767741969,0.009160298171578929,17,29,89,0.8244054988659067,0.003945739098627577,207
2.1867080839441004,0.7186724451784342,26,1,5,0.8239448659254736,0.00400228082447007,208
0.06295894245200997,0.041496479279932545,6,51,5,0.8237656249974414,0.005130194096786146,209
6.167054458711597e-06,0.012716061297852948,10,6,243,0.8234331476174871,0.003736023921504879,210
4.088025192963452e-05,0.7725660198537031,182,13,6,0.8229722723179569,0.0049144046872122635,211
484.0044857596146,0.059338336353321086,9,2,5,0.8227931329187355,0.004020422766279316,212
159.93337810059748,2.47281511278068,31,2,112,0.8225628295490107,0.00807267944576139,213
3.5829116018360363e-05,0.6658945382934477,47,23,5,0.8225116623033841,0.004649580834719545,214
0.00021845219845908508,0.005287358673343092,129,10,225,0.8222557769484075,0.0027266586774409556,215
8.608918097493206,0.6081892610786259,253,84,5,0.8220509966117214,0.0038164574120827933,216
0.0006241217555712274,0.00497603842053638,204,14,128,0.821948632644362,0.003339089793031636,217
0.5399435501908273,0.023345129659780348,5,2,68,0.8218718441120085,0.002855746106065179,218
0.006391323606725326,0.005379433899291769,116,18,133,0.8217183030736537,0.003064191829810869,219
0.00030718987809775854,0.004498490812411599,137,1,221,0.821283229192612,0.003696607233257242,220
722.2566393799957,0.1902663089297272,2,5,29,0.8202850863510726,0.0033991239183502964,221
0.000250856871428163,0.0046057304468415765,95,1,240,0.8201827092832212,0.003208739579771407,222
3.6422212801684284e-06,0.006278892529122607,15,1,150,0.8199267715262778,0.00316799812697225,223
1.501574414776445,0.612812318535133,121,3,5,0.8197220075652065,0.003615123271828368,224
2.1452562779794286e-06,0.011435884823613834,7,1,101,0.81944044197129,0.004160241231595299,225
0.006878231603036001,0.12361184632542634,12,60,4,0.8187494270581814,0.0034977203092748043,226
5.753483725933118e-06,0.9882680218429558,210,3,26,0.8185959089456871,0.0038446049586035457,227
0.13494224994638435,0.04955477295696622,70,1,4,0.8185702254316244,0.00393952127667388,228
2.0779394799937994e-06,0.05116992002212359,3,98,9,0.8183655335232578,0.004004870542170381,229
0.0005538528223123889,0.018561880869486222,6,1,33,0.8180583237167536,0.0054009946594188694,230
18.44581117065638,0.9233121321890398,8,7,4,0.8177256924060214,0.004243579569406463,231
1.4350065701569041,0.6545128272122042,4,7,4,0.8175208858683523,0.004648727596227696,232
0.046498999696610734,0.5862970946217688,11,4,4,0.816983487321426,0.004629144864164753,233
1.443508385996189e-05,0.38024070742206534,3,2,4,0.8165228216297635,0.00415604261109814,234
0.0032983376739876653,0.6292585088508333,28,25,4,0.8165227626775506,0.004516386787964619,235
2.528747562449475,0.5470034441722935,103,19,4,0.8153455557646175,0.0036341458511656884,236
629.6232666100929,1.14557482317581,2,66,4,0.8152687181054199,0.004601520072123514,237
219.42138074901052,0.10581207811787588,5,89,4,0.8148848245704963,0.005747172244175371,238
29.285239422951783,1.061494510115089,189,2,4,0.8146801162865149,0.003122909692158107,239
7.783937462343798,1.0260599074640195,26,1,4,0.8143729883580842,0.0032105958366224516,240
0.13759434105781018,0.02031756451079787,121,1,4,0.8143217949114743,0.004103359975761431,241
0.19872078527673823,0.013403392469226125,5,35,60,0.8142450391303502,0.0035680693420247953,242
613.2019291493391,2.383643057544284,227,95,140,0.8140656966735067,0.006848165929921499,243
0.5967358149337197,0.028110573957441886,3,1,35,0.8138356225623873,0.0037757844799519613,244
16.60855967843676,2.6615639144423713,191,14,24,0.8128374174935125,0.005781669893137735,245
46.85848622922421,3.6760067337821027,130,1,153,0.8124278568201404,0.00848961285659926,246
0.0017005619381552446,0.27030470351268887,5,17,3,0.8102779613211256,0.005810571137148297,247
119.41453615488717,2.0176197280480306,28,22,8,0.8097661611350659,0.004408889200804253,248
35.82428475023501,0.010123003839513828,100,23,11,0.8096382282829465,0.003077398022121777,249
4.62881777706065e-05,0.011394178517560107,187,30,4,0.8086656314003067,0.003805575089132553,250
39.48016216235224,0.04103107411031956,14,4,3,0.8083840330551608,0.006322989728209585,251
2.788726442649497e-05,0.006359909904063365,88,5,18,0.808025868886021,0.004366991310971129,252
0.0001191527952375312,1.1500447460349335,159,9,14,0.8076674558075381,0.005393741512044116,253
0.38783583522536513,0.02269808523059253,64,1,3,0.8073603966566891,0.004584994079659875,254
1.3002800281201903,1.4375563191954281,2,29,3,0.8070021506094758,0.005279933532292089,255
1.6433643589710585e-05,1.0129276989748917,11,21,3,0.8070021276836151,0.00570712305498825,256
0.010966415176692432,0.021940949595688083,78,12,3,0.8066181948472163,0.0040306966618117255,257
1.6566612751540927e-05,0.043416667639331025,4,35,4,0.805799263457603,0.0035489447647335075,258
0.0005693200533879317,0.006101366557572218,29,3,44,0.8056970141195462,0.003687066872282941,259
228.70709763693708,0.6178043585327576,11,2,2,0.8056458173978133,0.001567052837692647,260
895.5872512774425,0.5841327982953338,109,3,2,0.8054410403362503,0.001577665576750215,261
18.946629437322617,0.6225044670314479,9,7,2,0.8052106976650503,0.0030724626613224393,262
0.0018450923489575697,0.4716481190346803,4,11,2,0.8050315811916896,0.0032818911040519596,263
0.0012777283750274948,0.2999442944257924,244,6,3,0.805005832175168,0.006635590763253875,264
10.662013004626612,0.11739603875232438,6,1,2,0.8049036123132177,0.0026944804331760657,265
0.288345496730465,0.1514848351215602,53,18,2,0.8049035435356361,0.002523853459254125,266
0.04621575891687291,0.47863680305230394,78,85,2,0.8048524155914848,0.0009416374919467363,267
0.024918803518476317,0.014190827693874293,120,25,3,0.8048010354628674,0.004814304001940666,268
53.31727666116549,0.10505814428621969,11,3,2,0.8046988287014087,0.0027937443718014103,269
0.005350026408238077,0.3629352432974702,4,62,2,0.8046476352547988,0.004134963833646818,270
0.00012091207383519716,0.006611872676933956,16,13,45,0.8043404713000157,0.003933631823866475,271
0.0037097911237173728,0.13338226514168858,6,8,2,0.8042125155220358,0.00350715262207585,272
0.0010152983746314266,0.6556584968702247,10,53,2,0.8040077941375626,0.0026902700525193177,273
1.8702175733048445,0.9157134884523592,5,59,2,0.8039054629214325,0.0030320355233288045,274
0.00010212344117049488,0.2642475682351252,181,1,3,0.803905387593605,0.004399438310282341,275
0.0007933991539638215,0.8409015612484492,8,31,2,0.8034191726679201,0.0026848091955014282,276
0.00034956807523849775,0.011544578970967136,6,2,78,0.8032144840346763,0.001717017497254815,277
5.0931537316134515e-06,0.11434906142288964,173,2,2,0.8026769577579558,0.002398098200147124,278
701.0584202700256,0.07712816745555777,44,3,2,0.8026513266458599,0.004257186358818058,279
5.262939654260753e-05,0.7120232942686887,124,25,2,0.802600224902692,0.002609694040135263,280
0.004199265376887101,0.030740336118320655,2,13,123,0.8012182278277044,0.0021303776143609295,281
4.322122744458761,0.005704741241223153,24,13,38,0.8005527195720201,0.0038177910707698245,282
0.019032707129775065,1.0746024165832975,35,4,2,0.7998617636111243,0.0030172748412881354,283
0.015393662690843057,0.42590354516938567,2,2,2,0.7998105308630391,0.004716999849796385,284
2.927931345990763,0.011451947783254127,206,71,3,0.7997080489912539,0.00313557548867834,285
1.435533691380138e-05,0.019130649211440195,2,3,80,0.7986844911957327,0.002338260651186232,286
3.900373351153119e-05,0.007104927604969457,4,62,83,0.7985052797438067,0.0037845158425765255,287
492.2643924912351,0.06645397128438253,2,5,99,0.7979679270486016,0.0021105724864200017,288
357.6941645980265,2.0861055017815033,123,41,7,0.7975326599353065,0.005317715248203826,289
0.3356016236801227,0.08542419366651546,2,21,2,0.7970976646572149,0.004273740736049054,290
89.61553336506341,0.025120991802623883,5,34,3,0.7969697121543577,0.005449376211698999,291
0.06267280926410658,0.006810915902777343,5,21,23,0.7968929301722502,0.0017253063656734915,292
9.726324340846406e-06,1.1749566379691754,53,4,2,0.7965090759388016,0.0032318568982583795,293
11.634758543382068,0.019044828339866333,8,1,2,0.7954341314644171,0.003057508307305557,294
0.17468178542094998,0.006011192050626889,240,64,12,0.7948710657790428,0.002094251769378758,295
2.943663418656954,0.013380522572974646,6,20,4,0.7931051162169186,0.0030038990893204846,296
0.05102724950307955,0.013883960215231425,7,7,2,0.7921325946621065,0.002158978544653108,297
6.948604642403327e-06,0.014521647640383783,2,39,42,0.7915182995037697,0.0038315090823548194,298
662.1655662512292,0.03349582997651716,2,10,64,0.7902131040616273,0.002667228315105518,299
0.008409189013595476,0.009015493837461495,2,38,222,0.7898803908728219,0.002850732003270272,300
0.0005613731550160865,1.4867643787895606,21,3,3,0.7892150758493908,0.011833376975525046,301
0.050740946149255166,0.00892633887032272,104,50,2,0.7889589972621611,0.0027179080918587595,302
0.20069189500636703,0.006857590185178579,38,98,5,0.7887798382122021,0.002683600205537314,303
6.744893808513687e-05,0.004541256585169635,48,2,30,0.7881401772267275,0.006801678785975044,304
0.01258665819969359,0.007780723996259315,118,1,2,0.7881400331213182,0.002849874555562309,305
312.13284728951055,0.014815046203349991,4,23,32,0.7859902620769749,0.0010698625313395726,306
8.113999472996711e-05,0.011030498025013227,2,55,25,0.7829702777680889,0.0021926060097785943,307
2.8988259030852942e-06,1.9619292278418192,52,24,18,0.7827145234180296,0.013170684170445006,308
3.5767112156908047,1.65775897412297,66,13,3,0.7822540771596038,0.005848359550454996,309
880.1914175934945,0.027192370875032134,184,3,4,0.7819721251011809,0.0026470769679385903,310
